no. samples with count > 0	no. samples with count >= 5	no. samples with count >= 10	pre-VST median expression	pre-VST mean expression	pre-VST expression variance	post-VST median expression	post-VST mean expression	post-VST expression variance
g2527	10	10	10	164.633715185242	169.331107599638	1504.54780145125	7.56080204452531	7.57020104304155	0.0859887810821049
g2528	9	9	8	74.2829359613421	119.049926853603	24370.6638731801	6.55431142153584	6.43608373317394	2.43797090349797
g2529	10	10	10	50.6633066882039	49.1296751138551	294.995404107677	6.20133624725175	6.12666090687182	0.135758922985619
g2530	10	10	9	38.2782040528041	35.1889626219443	158.590041132401	5.9232324731562	5.79623300059975	0.163082959382879
g2531	7	0	0	1.22437390669184	1.74597485584652	3.22306766022582	4.09198780228772	4.07097548320426	0.117157230789198
g2532	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g2533	10	10	10	99.537728993362	110.229498880256	3340.06127858533	6.94415591732816	6.92130769835061	0.499789483052213
g2534	3	0	0	0	0.440196672246761	0.508445870809245	3.6491789472175	3.79631941482896	0.0563001149194216
g2535	10	10	9	13.3115660360301	14.4489033975116	21.6702566510407	5.07630011842596	5.11256388857316	0.0460230982390366
g2536	10	7	4	9.09873324832224	7.78276162443371	19.2278539190253	4.84318813412805	4.70067546401107	0.12042305620572
g2538	5	0	0	0.427777235891946	0.948845973995721	1.86356608180414	3.83701799405427	3.91421630578664	0.0938032797617586
g2540	7	0	0	2.20916176617618	2.03423076971274	2.80001893813682	4.25005647589644	4.1220978716188	0.118607820528765
g2542	10	10	10	18.1296901451761	19.8844326924777	21.1619456471688	5.29303359624244	5.35090414057105	0.0318710175548982
g2543	10	10	10	199.431842715038	226.195601430424	7433.08064673651	7.80603928563978	7.89424839718208	0.24121951622841
g2544	3	0	0	0	0.30861602819802	0.321484870366291	3.6491789472175	3.76938353853543	0.0403684729014814
g2546	10	10	10	851.936364020433	818.243769371747	144751.65133783	9.77520382834947	9.54883010323224	0.64777004427813
g2547	10	10	9	34.788959574849	36.6410074941365	347.687527238438	5.83559554830037	5.79407939227988	0.283214022815809
g2548	8	2	0	1.04763861860362	2.37896416501502	6.38135416152428	4.06409397579681	4.16102993216061	0.134256105888603
g2549	6	0	0	0.875487910817273	1.1102531955672	1.7398349722618	4.02915852660929	3.96477375628561	0.0906639674908826
g2550	10	10	10	309.538292777904	276.25508045857	15312.2061881416	8.38389864163544	8.08022659329798	0.576212391733685
g2551	10	10	10	146.049507586661	143.264072022821	4196.39541234	7.40841273244637	7.28188600149063	0.345072733507989
g2552	10	8	6	19.4531440040099	18.8152752800724	185.611871027246	5.34341395857442	5.18453858433644	0.363658762047707
g2553	10	7	4	7.98866824126559	15.1697154574531	185.680589762277	4.77135492405245	4.99443582550903	0.413229435322241
g2554	10	10	10	43.863104718888	42.814910913334	175.045000156717	6.05719796978535	6.00431192496367	0.0854489019176597
g2555	10	5	5	7.74342040656629	87.4559270672065	28650.8115348113	4.71466474101293	5.44838932912974	3.20660572965945
g2557	10	10	10	143.485933747723	139.267164670812	2424.55874091332	7.38916965829941	7.28898757824228	0.208616311354946
g2558	10	8	7	26.5921615853707	30.992126154827	596.312345677524	5.59087747766315	5.52435731901425	0.612596040447569
g2560	2	0	0	0	0.251268114583022	0.309550220822131	3.6491789472175	3.73913024496003	0.0369137223127149
g2561	10	10	10	391.13103925283	442.794903001162	20105.6636989859	8.69662632113856	8.81178545585689	0.179259713609895
g2563	2	0	0	0	0.474536602048265	1.01603349646705	3.6491789472175	3.77349334737349	0.068939445259116
g2565	10	10	10	80.5915543452885	79.7102719178536	1280.40570520412	6.7028038336425	6.59760111554013	0.307984783608182
g2566	10	10	10	273.723480327934	428.18675519588	141576.717401561	8.21312648025813	8.50331279736354	0.881837881822257
g2567	10	10	10	367.822047202674	449.174288497728	44340.5994517143	8.61656810422122	8.78886640624061	0.283061856293462
g2568	10	10	10	80.6739934123035	80.7866494365261	750.876603831349	6.70071418560252	6.65282532236966	0.17342467091396
g2569	10	10	10	173.871175916865	183.131154771773	12762.2851121675	7.62449694403211	7.49311652372046	0.678892092705076
g2570	10	10	10	321.353200798497	320.518846270975	17587.9682313698	8.42925873050538	8.28366940581408	0.611770838987233
g2572	10	10	10	316.044200938113	400.092972798709	20509.5640388944	8.41183749907679	8.65941276265626	0.22274526873276
g2573	4	0	0	0	0.473973534414707	0.502229305540457	3.6491789472175	3.82195857529824	0.0533834897717602
g2574	10	10	10	908.966876459884	900.282541605488	133638.565275398	9.86706916101772	9.74513981123401	0.362373697823978
g2575	10	10	10	30.784262368052	32.5179229239192	201.879964956322	5.71956535018241	5.72275957854838	0.145895433327944
g2576	10	10	10	51.8329660951338	52.1030549857618	225.580385372359	6.22538208708746	6.20096830080378	0.0917240375579365
g2577	10	10	10	102.22294679065	100.798049506726	982.54051415646	6.97761592921211	6.91358541493918	0.158615047053142
g2579	10	10	10	112.504724439697	113.329654796297	302.440622338213	7.09215719210379	7.08940624874068	0.0375837858837769
g2581	10	10	10	49.0405775562008	43.8437525373726	313.917096679268	6.16850121199495	5.99968004236148	0.174971398906899
g2583	1	1	0	0	0.645044213843323	4.16082037812751	3.6491789472175	3.75052791506668	0.102716132840928
g2584	10	10	10	84.6260441182715	384.570510787847	442054.457890669	6.75735698446629	7.39829042653732	3.04792120320435
g2586	10	10	10	130.759432193998	147.672261805374	5981.22794581313	7.27458915668965	7.29361155548481	0.422360749469652
g2587	10	10	10	1032.23361784723	870.676668484428	134047.631717619	10.0437622753394	9.62073804059896	0.790612700350517
g2588	10	10	10	79.7713330989253	84.8492215276413	1743.12556328911	6.68943937394535	6.65415808060401	0.345139910358111
g2589	3	0	0	0	0.846832683333395	2.22203748125131	3.6491789472175	3.84922287283219	0.108426191181945
g2590	4	0	0	0	1.18609164736406	2.92885301484038	3.6491789472175	3.92205969033951	0.131136529956073
g2591	10	10	10	115.528319045706	127.364648488169	1087.96520855524	7.12400962052298	7.21187380371672	0.0948620587266738
g2592	5	0	0	0.276449498669632	0.866294771028584	1.50916175355216	3.80033203710618	3.90201845083134	0.086148866218641
g2593	10	10	8	19.3546929982643	37.5036779782855	1129.62013149494	5.34093721587196	5.66704861878029	0.671073886593578
g2594	10	10	10	623.175122795281	628.961676403255	39887.3898579479	9.33596550956356	9.29105847403919	0.201410673541526
g2595	10	10	10	1443.65082608149	2313.87981762584	3832098.79933465	10.5201527374533	10.8165199830853	1.10648705089109
g2596	10	10	10	266.827522392803	267.221579346795	33938.8351391027	8.18317578669322	7.7822920843965	1.67910269928167
g2597	10	10	10	22.3052267464785	22.4762546324491	83.3876229459412	5.45255570342128	5.41975412854936	0.106841564738142
g2599	10	10	10	372.313356709058	384.655858894847	19084.1898786111	8.63039605846001	8.60537798205718	0.22831752064292
g2601	10	10	10	89.8649553427864	94.9028302772995	280.835582291373	6.82732279977546	6.87855276560029	0.0366561009238349
g2602	10	6	3	8.07020992272111	12.5571662590758	231.055732220098	4.7767587022904	4.85977304499362	0.367484538847252
g2603	10	9	9	23.1148567683795	52.3543094849056	2549.92227534274	5.481033004563	5.88008723011137	1.07541437274538
g2604	10	10	10	126.367244080358	130.692170209114	3635.53973305293	7.23060662309093	7.158810180066	0.390937247452197
g2605	10	10	10	270.507948990126	327.047668289621	23331.7728304	8.20463919411594	8.35002219384468	0.327651950381337
g2607	10	10	10	116.733552436394	129.953332684577	1882.11336535912	7.13626702461617	7.21852636210141	0.147759410454904
g2608	5	4	0	1.05552579464267	2.78516850132632	10.4866393775372	3.94303788389904	4.11229955909097	0.25535824212164
g2609	10	3	2	3.8415055465856	54.4085431530445	18425.8462921848	4.43662116854889	5.01980397947093	2.43240498450573
g2610	10	10	10	147.205965173466	156.245858798989	2148.88158164635	7.42000540131104	7.4527073436954	0.135504864250744
g2611	7	1	0	1.70405124784044	2.15099339079651	4.43457385053457	4.17773126002463	4.12288064592046	0.137101351085614
g2612	6	0	0	1.27507178154765	1.35773714580825	2.12578658739145	4.10543593378632	4.00427698185198	0.105717716570007
g2614	1	0	0	0	0.0855554471783893	0.0731973454189416	3.6491789472175	3.68674675658486	0.0141134030066185
g2615	8	7	6	19.9478401679469	27.3199908825261	758.857394418901	5.36529352274833	5.21627194536995	1.19901862544648
g2616	1	0	0	0	0.175620962079821	0.308427223218418	3.6491789472175	3.70284571402272	0.0288012185932552
g2617	8	3	0	3.2033045982119	3.41940828470263	8.7903661877852	4.36930929527423	4.2823626183003	0.162426493057433
g2618	4	0	0	0	0.319631353024983	0.1818590719442	3.6491789472175	3.79358497872993	0.0354247457347957
g2619	9	8	6	33.6151676996901	41.8132182970794	1697.66470074757	5.75564519065042	5.59507558967463	1.32127778803148
g2620	5	1	0	1.31715721559865	2.17034364342694	8.99845350852298	3.97689201131591	4.05222184810248	0.205027172078553
g2622	3	0	0	0	0.466194065255892	0.736884027882476	3.6491789472175	3.79687150944018	0.0606427073011723
g2623	5	0	0	0.429572448494802	0.768824574516737	0.805917038146325	3.83740950791003	3.89688510442606	0.0719606170747746
g2624	10	10	10	455.549185849558	544.708763630482	205238.609606276	8.89810882696434	8.39011958886251	3.81418982884872
g2627	10	10	10	35.8938085678476	39.7363741379326	246.417806726944	5.86473169075628	5.91247208700365	0.14352934793244
g2628	9	9	9	272.664140382996	233.244827024671	28658.7934482414	8.19907272991362	7.38616507949854	3.08723243914408
g2631	9	6	3	6.02243975638773	7.3192957505374	37.8493570685248	4.62838440304888	4.59660987878645	0.258269289148267
g2632	1	0	0	0	0.0941641265673729	0.0886688273219622	3.6491789472175	3.68858039881205	0.0155247438775776
g2633	2	0	0	0	0.177352616024976	0.139811994189487	3.6491789472175	3.72566392649246	0.0260005525458197
g2638	7	0	0	1.02452866069208	1.65975971513873	2.8803383107027	4.05922725037907	4.06386188193805	0.108577992914167
g2639	7	2	0	1.60027424397179	2.18775700963721	8.38201904166356	4.16171894735728	4.10702485669795	0.156362247109015
g2643	8	5	3	5.88735227954242	7.70082791342684	53.6834358028066	4.61421001773397	4.56575645427829	0.373427459196938
g2644	1	0	0	0	0.115363597153351	0.133087595481607	3.6491789472175	3.69276050133881	0.0189935185962876
g2645	9	3	2	3.02826615916644	7.71441713323335	122.744444569101	4.3494769217634	4.50897357667261	0.437918606788713
g2646	2	0	0	0	0.481780828392315	1.18308804520053	3.6491789472175	3.77265149587154	0.0703264014506599
g2647	10	9	8	174.702872210129	138.656150738565	7252.9116594324	7.62707045052341	6.96390383179535	1.71622305832922
g2649	10	10	6	11.8213306515059	17.0233621333271	231.935366296962	4.99834373550885	5.1307817413931	0.262764453426234
g2650	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g2651	1	1	1	0	1.8061237987613	32.6208317645196	3.6491789472175	3.81328536350798	0.269309158677041
g2652	10	7	5	9.05145636927837	16.2677969160104	329.30312632304	4.83854922337185	5.01220759120831	0.456362610213325
g2653	9	0	0	1.17280711116466	2.0261489286529	2.63020211688972	4.08801402781312	4.1650597425249	0.0701532555704609
g2654	2	0	0	0	0.138331736910523	0.091016715067956	3.6491789472175	3.7162846502092	0.0203723324780443
g2655	3	0	0	0	0.462923417675746	0.738554116362502	3.6491789472175	3.79606548147418	0.0603057174036361
g2656	9	6	2	6.23772482503295	90.2877852382213	47186.0827853014	4.64584684450096	5.28553931081542	3.26593081973414
g2658	2	0	0	0	0.214564289947054	0.21510258447062	3.6491789472175	3.73281320122537	0.0314887642014864
g2659	3	2	2	0	3.51126965271344	61.7635317870748	3.6491789472175	3.99999314033131	0.442303292656331
g2660	9	8	5	11.075342165074	14.3861151676374	135.914712035164	4.95256813373844	4.9610239863154	0.423618501925294
g2661	2	1	0	0	1.10480276855611	6.85264093513805	3.6491789472175	3.83165354496171	0.158256787032164
g2662	4	0	0	0	0.470454396112384	0.409471748681917	3.6491789472175	3.82373784405144	0.0521498933169829
g2663	10	7	7	15.8939949815484	19.577018018269	210.951687647274	5.19545148120699	5.2126594253142	0.368242150911622
g2664	7	2	1	1.30326514670922	3.06298513572214	25.0925375786896	4.10622410303708	4.15284064213999	0.24854665749615
g2665	10	8	8	29.2436121505122	27.4890123916273	294.932955057296	5.67907014784173	5.4869856829487	0.429691235704154
g2666	10	9	8	27.7126322540931	31.8780274294293	644.494381782399	5.62874316155411	5.57760800147983	0.510315848274818
g2667	10	10	8	72.0669168904325	77.2282933696193	3450.59124791303	6.57694993790491	6.36162400283906	1.0455552794254
g2668	2	0	0	0	0.175097582163455	0.136351246129212	3.6491789472175	3.72517486309586	0.0256724638629313
g2669	10	10	10	211.905837368804	203.983853072848	11736.299295428	7.8842907232664	7.64642306136884	0.689662115151306
g2670	2	0	0	0	0.465221157171348	1.05963457073836	3.6491789472175	3.77115693848963	0.0678287922012439
g2673	2	0	0	0	0.304629804848485	0.424511911490546	3.6491789472175	3.74891215866323	0.0445285314957204
g2674	8	1	0	1.02452866069208	1.49673495308625	3.89681849672722	4.05922725037907	4.05422596307244	0.0869663029974933
g2677	8	1	1	1.21812951706318	2.92534159136122	25.5400972046621	4.09394033436601	4.16725629546251	0.207609058995265
g2678	10	10	10	228.365018647281	258.027456960755	14731.0082955729	7.97961405605409	8.04095727111323	0.301571804147293
g2679	10	10	10	40.7835710642457	47.8777252382209	722.288199227972	5.9861186850823	6.04022350026715	0.312779206605943
g2680	10	9	8	18.9496153097839	16.9761001972864	70.2404976589982	5.32437704829726	5.1721933240597	0.201394978939525
g2681	8	2	0	1.62541369462542	2.05110701657631	3.89687751709081	4.16526691041933	4.13888657887923	0.102620352240101
g2682	2	0	0	0	0.474837009345904	1.49947995165105	3.6491789472175	3.76636889717284	0.0704113448143882
g2683	4	2	2	0	23.3986544950842	2483.21581955811	3.6491789472175	4.44550936073538	2.0166067531038
g2684	8	0	0	1.45492279616586	1.79346172491475	2.28481452559509	4.13542055185014	4.11365555602933	0.0846480631999494
g2686	10	10	10	81.711156837767	86.0033996425939	813.193188779004	6.71816600819622	6.73246705144062	0.137279954650222
g2687	10	10	10	97.3116089404024	99.6050035796969	1336.40955936997	6.90579932608116	6.89025298585638	0.176652626949662
g2688	5	0	0	0.263881448660667	0.440031516404664	0.247967738198948	3.79686841533923	3.83781778114324	0.041067328645371
g2690	10	10	10	301.283658475935	363.698359656244	14278.6140050436	8.34825329992384	8.54207115876963	0.186112850670213
g2691	10	10	9	48.6096578480447	52.4018825346686	1398.60154755666	6.15987916424988	6.06446769170848	0.520977704553781
g2692	10	10	10	29.943445314462	35.6954138905884	421.145526682709	5.70069775909862	5.76047129507287	0.288825332873398
g2693	10	10	10	42.0034841812468	57.4790608450364	2351.45336714473	6.01328218368507	6.12644497077267	0.56454816246855
g2694	10	7	2	6.87567080279577	9.93685584086844	133.879359863106	4.69309568827357	4.76850332978253	0.238556129632251
g2695	10	10	10	727.026567764374	659.353499955181	81607.3725846906	9.55416170364208	9.21621676149335	0.874772143250471
g2696	10	10	10	267.495731262419	267.039714791999	10105.1715385752	8.18979945846439	8.08806465078414	0.377834837004872
g2697	10	10	10	88.333652323143	104.220555438171	4817.73269380934	6.77927496303124	6.78123280986699	0.728252694995523
g2698	2	0	0	0	0.237272257885173	0.271329898689009	3.6491789472175	3.73678664581661	0.0348455446681555
g2699	7	0	0	1.17508612011826	1.3447621907012	1.87791643543097	4.08477212323002	4.02364234100124	0.0879278522706222
g2700	5	0	0	0.470820632836864	1.03509536790378	1.59024402949931	3.84618620519026	3.93295295354199	0.0983416079617035
g2701	6	0	0	1.19501955915164	0.988787807225238	0.898453614991507	4.08907360894827	3.95744708359387	0.0745319309681137
g2702	8	1	1	1.64011791539389	3.10100906658348	21.573805839655	4.16798785928797	4.20999192038247	0.19104845722556
g2703	10	10	10	597.868226490625	587.187405106789	146699.81729116	9.27423854092262	8.94748626070615	1.10310913269471
g2704	10	10	10	937.326325925172	1708.86339349003	5432081.50133396	9.90544117836415	10.2214681284306	1.12178398522105
g2705	5	2	0	0.238778002307652	1.71992834960289	6.74977656932838	3.78969118184208	3.98635709558726	0.180278383827049
g2706	1	0	0	0	0.387026528305994	1.4978953361259	3.6491789472175	3.72831202440888	0.062620439057764
g2708	10	10	6	14.7708468251309	1679.38893594124	13275033.7568479	5.14640696162659	6.74249402272948	11.1990136825252
g2709	10	10	10	313.791057386297	1023.76940185024	2311128.50988503	8.40265553748159	8.99707645460515	2.66833460745059
g2710	8	3	3	2.41477670936811	5.58935768475215	43.5396259873037	4.26906115487938	4.39592427706182	0.335847684338893
g2711	9	4	1	4.68220498101303	5.85533420197115	27.3182274952942	4.51733588889579	4.51167288094511	0.189552573332945
g2712	8	7	6	10.68230108634	11.5610901407877	77.0624592257659	4.93717197721219	4.79488370048893	0.465215478652227
g2714	9	5	2	4.42515713089862	7.77318606914949	64.6127474493254	4.48979060607496	4.60019964782117	0.306609116535877
g2715	10	4	2	4.36102233549933	6.69667205851558	46.8960522046328	4.48649279775066	4.5734493382983	0.195250297082462
g2716	9	8	5	11.0803192143704	13.9162385961622	131.338760083173	4.93593086300158	4.92882594817499	0.443391446821598
